,pgn,rated,time_class,rules,gm_username,white_username,white_result,black_username,black_result
0,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.19""]
[Round ""-""]
[White ""MagnusCarlsen""]
[Black ""Santhosh_hs""]
[Result ""1-0""]
[CurrentPosition ""2n1rrk1/1p1q2pQ/p6p/4P3/P2P4/2PB2BP/1P4P1/R4RK1 b - -""]
[Timezone ""UTC""]
[ECO ""C30""]
[ECOUrl ""https://www.chess.com/openings/Kings-Gambit-Declined-Queens-Knight-Defense-3.Nf3""]
[UTCDate ""2021.02.19""]
[UTCTime ""15:33:43""]
[WhiteElo ""2827""]
[BlackElo ""1411""]
[TimeControl ""600+2""]
[Termination ""MagnusCarlsen won by checkmate""]
[StartTime ""15:33:43""]
[EndDate ""2021.02.19""]
[EndTime ""15:40:41""]
[Link ""https://www.chess.com/game/live/7487636417""]

1. e4 {[%clk 0:09:58.5]} 1... e5 {[%clk 0:09:59.1]} 2. f4 {[%clk 0:09:58.4]} 2... Nc6 {[%clk 0:09:54.5]} 3. Nf3 {[%clk 0:09:56.5]} 3... Bc5 {[%clk 0:09:53.4]} 4. fxe5 {[%clk 0:09:40]} 4... d6 {[%clk 0:09:42]} 5. d4 {[%clk 0:09:40]} 5... Bb6 {[%clk 0:09:41.1]} 6. exd6 {[%clk 0:09:40.9]} 6... Qxd6 {[%clk 0:09:40.6]} 7. c3 {[%clk 0:09:39.8]} 7... Bg4 {[%clk 0:09:39.8]} 8. Nbd2 {[%clk 0:09:27.4]} 8... Nge7 {[%clk 0:09:38.8]} 9. Nc4 {[%clk 0:09:25.4]} 9... Qd7 {[%clk 0:09:34]} 10. a4 {[%clk 0:09:21.1]} 10... a6 {[%clk 0:09:27.1]} 11. Nxb6 {[%clk 0:09:19.3]} 11... cxb6 {[%clk 0:09:27.2]} 12. Bd3 {[%clk 0:09:17.5]} 12... O-O {[%clk 0:09:25.8]} 13. O-O {[%clk 0:09:18.1]} 13... Rae8 {[%clk 0:09:11.8]} 14. h3 {[%clk 0:09:11.9]} 14... Bh5 {[%clk 0:09:09.9]} 15. Bf4 {[%clk 0:09:11.7]} 15... Ng6 {[%clk 0:09:04.1]} 16. Bg3 {[%clk 0:09:08.4]} 16... Rd8 {[%clk 0:08:16.5]} 17. Qb3 {[%clk 0:09:02.5]} 17... Nce7 {[%clk 0:07:28.5]} 18. Qxb6 {[%clk 0:08:58.9]} 18... Nc8 {[%clk 0:07:20.9]} 19. Qc5 {[%clk 0:08:56.8]} 19... Nge7 {[%clk 0:06:56.3]} 20. Qxh5 {[%clk 0:08:56.9]} 20... Ng6 {[%clk 0:06:43.9]} 21. e5 {[%clk 0:08:55]} 21... Rde8 {[%clk 0:06:30.5]} 22. Ng5 {[%clk 0:08:52.7]} 22... h6 {[%clk 0:06:26.1]} 23. Nxf7 {[%clk 0:08:53.2]} 23... Rxf7 {[%clk 0:06:14.6]} 24. Qxg6 {[%clk 0:08:54]} 24... Rff8 {[%clk 0:05:58]} 25. Qh7# {[%clk 0:08:54.4]} 1-0
",True,rapid,chess,magnuscarlsen,MagnusCarlsen,win,Santhosh_hs,checkmated
1,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.19""]
[Round ""-""]
[White ""GOGIEFF""]
[Black ""MagnusCarlsen""]
[Result ""1/2-1/2""]
[CurrentPosition ""6K1/8/8/8/3k4/8/8/8 b - -""]
[Timezone ""UTC""]
[ECO ""D45""]
[ECOUrl ""https://www.chess.com/openings/Semi-Slav-Defense-Main-Line""]
[UTCDate ""2021.02.19""]
[UTCTime ""17:04:47""]
[WhiteElo ""2742""]
[BlackElo ""2785""]
[TimeControl ""600+2""]
[Termination ""Game drawn by insufficient material""]
[StartTime ""17:04:47""]
[EndDate ""2021.02.19""]
[EndTime ""17:29:31""]
[Link ""https://www.chess.com/game/live/7493466581""]

1. d4 {[%clk 0:10:01.3]} 1... d5 {[%clk 0:09:43.3]} 2. c4 {[%clk 0:10:01.6]} 2... e6 {[%clk 0:09:39.6]} 3. Nc3 {[%clk 0:10:01.9]} 3... c6 {[%clk 0:09:39.7]} 4. e3 {[%clk 0:09:46.4]} 4... Nf6 {[%clk 0:09:07]} 5. Nf3 {[%clk 0:09:45.6]} 5... Nbd7 {[%clk 0:09:07.8]} 6. Qc2 {[%clk 0:09:45.7]} 6... Bd6 {[%clk 0:09:05.6]} 7. Bd3 {[%clk 0:09:46.3]} 7... O-O {[%clk 0:08:50.8]} 8. O-O {[%clk 0:09:46.3]} 8... dxc4 {[%clk 0:08:51.4]} 9. Bxc4 {[%clk 0:09:47]} 9... Qe7 {[%clk 0:08:52.4]} 10. a3 {[%clk 0:09:37.9]} 10... a6 {[%clk 0:08:40.9]} 11. Rd1 {[%clk 0:08:54.5]} 11... b5 {[%clk 0:06:10.5]} 12. Ba2 {[%clk 0:08:28]} 12... c5 {[%clk 0:04:53.6]} 13. dxc5 {[%clk 0:08:21]} 13... Bxc5 {[%clk 0:04:51.3]} 14. Ne4 {[%clk 0:06:27]} 14... Bb7 {[%clk 0:04:46.2]} 15. Nxc5 {[%clk 0:05:59.4]} 15... Nxc5 {[%clk 0:04:44.6]} 16. Qe2 {[%clk 0:05:49.9]} 16... Nfe4 {[%clk 0:04:07.2]} 17. Nd4 {[%clk 0:05:20]} 17... e5 {[%clk 0:03:49.6]} 18. Nf5 {[%clk 0:04:57.2]} 18... Qg5 {[%clk 0:03:38]} 19. Ng3 {[%clk 0:04:58]} 19... Rad8 {[%clk 0:03:04.4]} 20. Bd2 {[%clk 0:04:35.5]} 20... Nxd2 {[%clk 0:02:22.6]} 21. Rxd2 {[%clk 0:04:35]} 21... Ne4 {[%clk 0:01:33.4]} 22. Rxd8 {[%clk 0:03:59.7]} 22... Rxd8 {[%clk 0:01:34.1]} 23. Rc1 {[%clk 0:02:42.8]} 23... Nxg3 {[%clk 0:01:07.1]} 24. hxg3 {[%clk 0:02:41.2]} 24... Qe7 {[%clk 0:00:57]} 25. b4 {[%clk 0:02:08.8]} 25... g6 {[%clk 0:00:53.4]} 26. Rc5 {[%clk 0:01:58.7]} 26... Qd6 {[%clk 0:00:49.3]} 27. Bb3 {[%clk 0:01:46.6]} 27... Qd3 {[%clk 0:00:23.5]} 28. Bxf7+ {[%clk 0:01:02.5]} 28... Kxf7 {[%clk 0:00:21.7]} 29. Rc7+ {[%clk 0:01:03]} 29... Kg8 {[%clk 0:00:16.1]} 30. Qxd3 {[%clk 0:01:00.4]} 30... Rxd3 {[%clk 0:00:18]} 31. Rxb7 {[%clk 0:01:01.7]} 31... Rxa3 {[%clk 0:00:19.3]} 32. Ra7 {[%clk 0:01:01.6]} 32... h5 {[%clk 0:00:16.1]} 33. Kh2 {[%clk 0:01:01.9]} 33... Ra4 {[%clk 0:00:15.7]} 34. f3 {[%clk 0:00:54.9]} 34... e4 {[%clk 0:00:16.9]} 35. fxe4 {[%clk 0:00:40.9]} 35... Rxb4 {[%clk 0:00:18.1]} 36. Rxa6 {[%clk 0:00:42.1]} 36... Kf7 {[%clk 0:00:19.1]} 37. Rb6 {[%clk 0:00:41.2]} 37... g5 {[%clk 0:00:15.9]} 38. e5 {[%clk 0:00:38.7]} 38... Rb3 {[%clk 0:00:15.5]} 39. e6+ {[%clk 0:00:36.7]} 39... Ke7 {[%clk 0:00:16.6]} 40. e4 {[%clk 0:00:37.8]} 40... g4 {[%clk 0:00:17.9]} 41. Kg1 {[%clk 0:00:32.3]} 41... Rb2 {[%clk 0:00:18.7]} 42. Kf1 {[%clk 0:00:31.2]} 42... b4 {[%clk 0:00:19.8]} 43. Kg1 {[%clk 0:00:30.4]} 43... b3 {[%clk 0:00:16.9]} 44. Kh2 {[%clk 0:00:31.1]} 44... Rb1 {[%clk 0:00:16.9]} 45. Rb5 {[%clk 0:00:12.3]} 45... Kxe6 {[%clk 0:00:16]} 46. Rxh5 {[%clk 0:00:13.3]} 46... Rc1 {[%clk 0:00:09.6]} 47. Rb5 {[%clk 0:00:13.1]} 47... Rc3 {[%clk 0:00:10.7]} 48. Kg1 {[%clk 0:00:12.3]} 48... Kd6 {[%clk 0:00:11.7]} 49. Kf2 {[%clk 0:00:12.9]} 49... Kc6 {[%clk 0:00:13]} 50. Rb8 {[%clk 0:00:13.9]} 50... Kc5 {[%clk 0:00:14.5]} 51. e5 {[%clk 0:00:15.1]} 51... Kd5 {[%clk 0:00:14.1]} 52. Rb5+ {[%clk 0:00:15.9]} 52... Ke6 {[%clk 0:00:15.4]} 53. Ke2 {[%clk 0:00:15.7]} 53... Rxg3 {[%clk 0:00:16.5]} 54. Kf2 {[%clk 0:00:16.9]} 54... Rc3 {[%clk 0:00:17.6]} 55. Ke2 {[%clk 0:00:17.4]} 55... Kf5 {[%clk 0:00:18.9]} 56. Kf2 {[%clk 0:00:17.6]} 56... Rc2+ {[%clk 0:00:16.4]} 57. Kg3 {[%clk 0:00:18.3]} 57... b2 {[%clk 0:00:18.3]} 58. e6+ {[%clk 0:00:16.4]} 58... Kxe6 {[%clk 0:00:19.2]} 59. Kxg4 {[%clk 0:00:17.6]} 59... Kd6 {[%clk 0:00:14.7]} 60. Kf3 {[%clk 0:00:15.4]} 60... Kc6 {[%clk 0:00:15.8]} 61. Rb8 {[%clk 0:00:16.5]} 61... Kc5 {[%clk 0:00:17.2]} 62. g4 {[%clk 0:00:15.9]} 62... Kc4 {[%clk 0:00:15.6]} 63. Kf4 {[%clk 0:00:17.2]} 63... Kc3 {[%clk 0:00:10.1]} 64. g5 {[%clk 0:00:16.7]} 64... Rd2 {[%clk 0:00:11.8]} 65. Kf5 {[%clk 0:00:09.9]} 65... Rd4 {[%clk 0:00:11.6]} 66. Rxb2 {[%clk 0:00:10.1]} 66... Kxb2 {[%clk 0:00:13.5]} 67. g6 {[%clk 0:00:11.6]} 67... Rd1 {[%clk 0:00:13.2]} 68. g7 {[%clk 0:00:12.4]} 68... Rg1 {[%clk 0:00:15.1]} 69. Kf6 {[%clk 0:00:13.8]} 69... Kc3 {[%clk 0:00:16.8]} 70. Kf7 {[%clk 0:00:15.3]} 70... Kd4 {[%clk 0:00:18.5]} 71. g8=Q {[%clk 0:00:16.6]} 71... Rxg8 {[%clk 0:00:20.4]} 72. Kxg8 {[%clk 0:00:17.9]} 1/2-1/2
",True,rapid,chess,magnuscarlsen,GOGIEFF,insufficient,MagnusCarlsen,insufficient
2,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.19""]
[Round ""-""]
[White ""MagnusCarlsen""]
[Black ""Etud-otradnoe""]
[Result ""1-0""]
[CurrentPosition ""8/5Npp/5n2/2kp4/3n1N2/3K1P2/2P3PP/8 b - -""]
[Timezone ""UTC""]
[ECO ""C15""]
[ECOUrl ""https://www.chess.com/openings/French-Defense-Winawer-Delayed-Exchange-Variation-4...exd5""]
[UTCDate ""2021.02.19""]
[UTCTime ""18:35:09""]
[WhiteElo ""2806""]
[BlackElo ""2306""]
[TimeControl ""600+2""]
[Termination ""MagnusCarlsen won on time""]
[StartTime ""18:35:09""]
[EndDate ""2021.02.19""]
[EndTime ""18:48:33""]
[Link ""https://www.chess.com/game/live/7498870151""]

1. e4 {[%clk 0:09:57]} 1... e6 {[%clk 0:09:46.6]} 2. d4 {[%clk 0:09:56.6]} 2... d5 {[%clk 0:09:43.1]} 3. Nc3 {[%clk 0:09:58.1]} 3... Bb4 {[%clk 0:09:42.7]} 4. exd5 {[%clk 0:09:50.2]} 4... exd5 {[%clk 0:09:42.7]} 5. Qf3 {[%clk 0:09:51.6]} 5... c6 {[%clk 0:09:36.3]} 6. Bd3 {[%clk 0:09:43.6]} 6... Qf6 {[%clk 0:09:33.3]} 7. Qxf6 {[%clk 0:09:24]} 7... Nxf6 {[%clk 0:09:33.5]} 8. f3 {[%clk 0:09:25.4]} 8... O-O {[%clk 0:07:26]} 9. Ne2 {[%clk 0:09:25.6]} 9... b6 {[%clk 0:07:26.2]} 10. Bg5 {[%clk 0:09:11.9]} 10... Nfd7 {[%clk 0:06:34]} 11. a3 {[%clk 0:09:12.1]} 11... Bd6 {[%clk 0:06:31.2]} 12. Bf4 {[%clk 0:09:13.2]} 12... Bxf4 {[%clk 0:06:05.8]} 13. Nxf4 {[%clk 0:09:15.1]} 13... Ba6 {[%clk 0:06:06.3]} 14. Kd2 {[%clk 0:09:16]} 14... Bxd3 {[%clk 0:05:51.4]} 15. Nxd3 {[%clk 0:09:17.9]} 15... Re8 {[%clk 0:05:43.1]} 16. Rhe1 {[%clk 0:09:16.4]} 16... Rxe1 {[%clk 0:04:53]} 17. Rxe1 {[%clk 0:09:17]} 17... Kf8 {[%clk 0:04:53.9]} 18. b4 {[%clk 0:09:18.6]} 18... a6 {[%clk 0:03:27.7]} 19. a4 {[%clk 0:09:18.7]} 19... Ra7 {[%clk 0:03:04.9]} 20. b5 {[%clk 0:09:06.8]} 20... axb5 {[%clk 0:03:05.5]} 21. axb5 {[%clk 0:09:08.7]} 21... Nf6 {[%clk 0:03:02.1]} 22. Rb1 {[%clk 0:09:03.6]} 22... Ke7 {[%clk 0:02:07.9]} 23. Nb4 {[%clk 0:09:00.6]} 23... Kd6 {[%clk 0:01:06.4]} 24. bxc6 {[%clk 0:09:01.3]} 24... Ra5 {[%clk 0:01:07.1]} 25. Nd3 {[%clk 0:09:01]} 25... Nxc6 {[%clk 0:00:53.4]} 26. Rxb6 {[%clk 0:09:01.2]} 26... Kc7 {[%clk 0:00:54.2]} 27. Rb5 {[%clk 0:09:02.3]} 27... Rxb5 {[%clk 0:00:30.4]} 28. Nxb5+ {[%clk 0:09:04.2]} 28... Kb6 {[%clk 0:00:31.7]} 29. Nd6 {[%clk 0:09:05.1]} 29... Nxd4 {[%clk 0:00:28.6]} 30. Nxf7 {[%clk 0:09:06.2]} 30... Kc6 {[%clk 0:00:10.5]} 31. Nf4 {[%clk 0:09:02]} 31... Kc5 {[%clk 0:00:06.2]} 32. Kd3 {[%clk 0:08:58.7]} 1-0
",True,rapid,chess,magnuscarlsen,MagnusCarlsen,win,Etud-otradnoe,timeout
3,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.20""]
[Round ""-""]
[White ""MagnusCarlsen""]
[Black ""vazir97""]
[Result ""1-0""]
[CurrentPosition ""4Q3/pq3ppk/1p2p2p/8/P2R4/2P1P2P/1P3PP1/6K1 b - -""]
[Timezone ""UTC""]
[ECO ""A40""]
[ECOUrl ""https://www.chess.com/openings/Queens-Pawn-Opening-Horwitz-Defense""]
[UTCDate ""2021.02.20""]
[UTCTime ""15:06:09""]
[WhiteElo ""2810""]
[BlackElo ""1970""]
[TimeControl ""600+2""]
[Termination ""MagnusCarlsen won by resignation""]
[StartTime ""15:06:09""]
[EndDate ""2021.02.20""]
[EndTime ""15:19:05""]
[Link ""https://www.chess.com/game/live/7572688387""]

1. d4 {[%clk 0:09:27]} 1... e6 {[%clk 0:09:59.5]} 2. Nf3 {[%clk 0:09:22.2]} 2... Nf6 {[%clk 0:09:58.2]} 3. Bg5 {[%clk 0:09:21.1]} 3... Be7 {[%clk 0:09:32.7]} 4. Nbd2 {[%clk 0:09:14.8]} 4... d5 {[%clk 0:08:37.8]} 5. e3 {[%clk 0:09:11.3]} 5... O-O {[%clk 0:08:33.8]} 6. Bd3 {[%clk 0:09:11.6]} 6... Nbd7 {[%clk 0:08:26.6]} 7. c3 {[%clk 0:09:04.9]} 7... b6 {[%clk 0:08:11.9]} 8. Ne5 {[%clk 0:07:17.2]} 8... Bb7 {[%clk 0:07:14.6]} 9. Qf3 {[%clk 0:06:58.8]} 9... Ne4 {[%clk 0:04:23.5]} 10. Bxe7 {[%clk 0:06:51.2]} 10... Qxe7 {[%clk 0:03:57.4]} 11. Nxd7 {[%clk 0:06:49.4]} 11... Qxd7 {[%clk 0:03:42.5]} 12. Nxe4 {[%clk 0:06:49.6]} 12... dxe4 {[%clk 0:03:42.8]} 13. Bxe4 {[%clk 0:06:51.5]} 13... Bxe4 {[%clk 0:03:41.1]} 14. Qxe4 {[%clk 0:06:53.4]} 14... Qb5 {[%clk 0:03:33.4]} 15. Qc2 {[%clk 0:06:51.4]} 15... c5 {[%clk 0:03:27.2]} 16. Qe2 {[%clk 0:06:51.5]} 16... Qc6 {[%clk 0:03:15.7]} 17. O-O {[%clk 0:06:52.3]} 17... Rfe8 {[%clk 0:03:11.1]} 18. Rfd1 {[%clk 0:06:51.3]} 18... Rad8 {[%clk 0:03:08.3]} 19. a4 {[%clk 0:06:43.2]} 19... h6 {[%clk 0:02:58.2]} 20. Qb5 {[%clk 0:06:43.1]} 20... Qd5 {[%clk 0:02:42.2]} 21. h3 {[%clk 0:06:42]} 21... cxd4 {[%clk 0:02:40.4]} 22. Rxd4 {[%clk 0:06:40.2]} 22... Qb7 {[%clk 0:02:39.1]} 23. Rad1 {[%clk 0:06:40.4]} 23... Rxd4 {[%clk 0:02:27.5]} 24. Qxe8+ {[%clk 0:06:40.8]} 24... Kh7 {[%clk 0:02:25.4]} 25. Rxd4 {[%clk 0:06:42.7]} 1-0
",True,rapid,chess,magnuscarlsen,MagnusCarlsen,win,vazir97,resigned
4,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.20""]
[Round ""-""]
[White ""nicogalo""]
[Black ""MagnusCarlsen""]
[Result ""0-1""]
[CurrentPosition ""6k1/p4p1p/2p3p1/2q5/P2b2P1/7P/5QB1/4rNK1 w - -""]
[Timezone ""UTC""]
[ECO ""B06""]
[ECOUrl ""https://www.chess.com/openings/Modern-Defense-with-1-e4""]
[UTCDate ""2021.02.20""]
[UTCTime ""16:33:26""]
[WhiteElo ""1186""]
[BlackElo ""2810""]
[TimeControl ""600+2""]
[Termination ""MagnusCarlsen won on time""]
[StartTime ""16:33:26""]
[EndDate ""2021.02.20""]
[EndTime ""16:48:05""]
[Link ""https://www.chess.com/game/live/7577628481""]

1. e4 {[%clk 0:09:58.4]} 1... g6 {[%clk 0:09:56.6]} 2. g3 {[%clk 0:09:58.3]} 2... d5 {[%clk 0:09:56.5]} 3. exd5 {[%clk 0:09:48.6]} 3... Qxd5 {[%clk 0:09:56.5]} 4. Nf3 {[%clk 0:09:48]} 4... Bg4 {[%clk 0:09:54]} 5. Bg2 {[%clk 0:09:33.5]} 5... Qe4+ {[%clk 0:09:47]} 6. Kf1 {[%clk 0:09:31]} 6... Bg7 {[%clk 0:09:37.9]} 7. d3 {[%clk 0:08:05.5]} 7... Qb4 {[%clk 0:09:29.1]} 8. a3 {[%clk 0:07:50.7]} 8... Qb6 {[%clk 0:09:28.8]} 9. Nbd2 {[%clk 0:07:17.6]} 9... c6 {[%clk 0:09:22.5]} 10. h3 {[%clk 0:07:01.4]} 10... Be6 {[%clk 0:09:20.5]} 11. Ne4 {[%clk 0:06:04.4]} 11... Nf6 {[%clk 0:09:20.2]} 12. Be3 {[%clk 0:05:24.9]} 12... Qd8 {[%clk 0:09:12.2]} 13. Nc5 {[%clk 0:05:05.2]} 13... Bc8 {[%clk 0:09:11.5]} 14. d4 {[%clk 0:04:48.8]} 14... O-O {[%clk 0:09:12.3]} 15. c3 {[%clk 0:04:48.3]} 15... Nbd7 {[%clk 0:09:10.9]} 16. Nd3 {[%clk 0:04:43.9]} 16... Nd5 {[%clk 0:09:10.6]} 17. Qd2 {[%clk 0:04:37.7]} 17... N7b6 {[%clk 0:08:56.7]} 18. b3 {[%clk 0:04:19.5]} 18... Nxe3+ {[%clk 0:08:47.1]} 19. fxe3 {[%clk 0:03:49.7]} 19... Bf5 {[%clk 0:08:47.1]} 20. g4 {[%clk 0:03:36.5]} 20... Bxd3+ {[%clk 0:08:46.6]} 21. Qxd3 {[%clk 0:03:36.6]} 21... e5 {[%clk 0:08:48.5]} 22. Rd1 {[%clk 0:03:16.6]} 22... Nd5 {[%clk 0:08:48]} 23. c4 {[%clk 0:03:04]} 23... e4 {[%clk 0:08:46.9]} 24. Qxe4 {[%clk 0:02:42.4]} 24... Re8 {[%clk 0:08:47.6]} 25. Qd3 {[%clk 0:02:37.6]} 25... Nxe3+ {[%clk 0:08:47.2]} 26. Kf2 {[%clk 0:02:37.9]} 26... Nxd1+ {[%clk 0:08:43.6]} 27. Rxd1 {[%clk 0:02:37.2]} 27... Qd6 {[%clk 0:08:44.5]} 28. b4 {[%clk 0:00:51.4]} 28... Rad8 {[%clk 0:08:44.6]} 29. c5 {[%clk 0:00:45.8]} 29... Qf4 {[%clk 0:08:45.4]} 30. Qd2 {[%clk 0:00:23.8]} 30... Bxd4+ {[%clk 0:08:45.2]} 31. Kf1 {[%clk 0:00:18]} 31... Re3 {[%clk 0:08:44.9]} 32. Qf2 {[%clk 0:00:07.3]} 32... Bf6 {[%clk 0:08:23.9]} 33. Rxd8+ {[%clk 0:00:07.6]} 33... Bxd8 {[%clk 0:08:25.8]} 34. a4 {[%clk 0:00:03.9]} 34... Bf6 {[%clk 0:08:21]} 35. b5 {[%clk 0:00:03.1]} 35... Qc4+ {[%clk 0:08:14.1]} 36. Kg1 {[%clk 0:00:03.4]} 36... Qxc5 {[%clk 0:08:15.7]} 37. bxc6 {[%clk 0:00:04.3]} 37... bxc6 {[%clk 0:08:14.9]} 38. Nh2 {[%clk 0:00:03]} 38... Re1+ {[%clk 0:08:14.9]} 39. Nf1 {[%clk 0:00:03.5]} 39... Bd4 {[%clk 0:08:16.8]} 0-1
",True,rapid,chess,magnuscarlsen,nicogalo,timeout,MagnusCarlsen,win
5,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.20""]
[Round ""-""]
[White ""MagnusCarlsen""]
[Black ""ramyasekar""]
[Result ""1-0""]
[CurrentPosition ""r4bk1/1qp4P/p2p1Q2/1p1P4/5P2/4rN2/PPP5/2KR3R b - -""]
[Timezone ""UTC""]
[ECO ""C22""]
[ECOUrl ""https://www.chess.com/openings/Center-Game-Accepted-Hall-Variation""]
[UTCDate ""2021.02.20""]
[UTCTime ""18:02:59""]
[WhiteElo ""2810""]
[BlackElo ""259""]
[TimeControl ""600+2""]
[Termination ""MagnusCarlsen won by checkmate""]
[StartTime ""18:02:59""]
[EndDate ""2021.02.20""]
[EndTime ""18:14:27""]
[Link ""https://www.chess.com/game/live/7583023949""]

1. e4 {[%clk 0:09:59]} 1... e5 {[%clk 0:09:50.5]} 2. d4 {[%clk 0:09:58.9]} 2... exd4 {[%clk 0:09:47]} 3. Qxd4 {[%clk 0:10:00.8]} 3... Nc6 {[%clk 0:09:44.5]} 4. Qc4 {[%clk 0:10:00.8]} 4... Nf6 {[%clk 0:09:21.8]} 5. Nc3 {[%clk 0:09:53.6]} 5... d6 {[%clk 0:08:53.4]} 6. f3 {[%clk 0:09:31.9]} 6... Be7 {[%clk 0:08:32.9]} 7. Be3 {[%clk 0:09:32.2]} 7... O-O {[%clk 0:08:30.6]} 8. O-O-O {[%clk 0:09:32.9]} 8... Be6 {[%clk 0:08:23.5]} 9. Qe2 {[%clk 0:09:30.9]} 9... a6 {[%clk 0:08:00.1]} 10. g4 {[%clk 0:09:19.3]} 10... Nd7 {[%clk 0:07:50.2]} 11. h4 {[%clk 0:09:11.7]} 11... b5 {[%clk 0:07:35.6]} 12. g5 {[%clk 0:09:05.3]} 12... Nce5 {[%clk 0:07:01.1]} 13. Nd5 {[%clk 0:08:53.4]} 13... Bxd5 {[%clk 0:06:43.6]} 14. exd5 {[%clk 0:08:48.3]} 14... Re8 {[%clk 0:06:16.7]} 15. Qg2 {[%clk 0:08:49.2]} 15... Bf8 {[%clk 0:06:07.8]} 16. Bd4 {[%clk 0:08:42.4]} 16... Qb8 {[%clk 0:05:39.6]} 17. h5 {[%clk 0:08:38.2]} 17... Qb7 {[%clk 0:04:27.6]} 18. f4 {[%clk 0:08:19.2]} 18... Nc4 {[%clk 0:03:40.7]} 19. g6 {[%clk 0:08:16.6]} 19... Ne3 {[%clk 0:03:18.9]} 20. gxf7+ {[%clk 0:08:08.1]} 20... Kxf7 {[%clk 0:03:14.9]} 21. Bxe3 {[%clk 0:08:05.9]} 21... Rxe3 {[%clk 0:03:13.3]} 22. Nf3 {[%clk 0:08:06.3]} 22... Kg8 {[%clk 0:03:02.1]} 23. Bd3 {[%clk 0:08:03.1]} 23... Nf6 {[%clk 0:02:57.9]} 24. h6 {[%clk 0:08:02.5]} 24... g6 {[%clk 0:02:40.4]} 25. Bxg6 {[%clk 0:08:02.1]} 25... hxg6 {[%clk 0:02:36.7]} 26. Qxg6+ {[%clk 0:08:02.1]} 26... Kh8 {[%clk 0:02:33.1]} 27. Qxf6+ {[%clk 0:08:03.4]} 27... Kg8 {[%clk 0:02:31.7]} 28. h7# {[%clk 0:08:04.3]} 1-0
",True,rapid,chess,magnuscarlsen,MagnusCarlsen,win,ramyasekar,checkmated
